Hours since 00:00 Jan 1,My Design - Living Space: Indoor Temperature (F),My Design - Living Space: Indoor Relative Humidity (%),My Design - Garage: Indoor Temperature (F),My Design - Garage: Indoor Relative Humidity (%),My Design - Unfinished Basement: Indoor Temperature (F),My Design - Unfinished Basement: Indoor Relative Humidity (%),My Design - Unfinished Attic: Indoor Temperature (F),My Design - Unfinished Attic: Indoor Relative Humidity (%),My Design - Domestic Water System: Water Heater Inlet Temperature (F)
303.5,72.3833,14.1318,55.8077,15.8218,65.4137,15.3309,66.4731,12.035,48.9082
304.5,72.2201,14.2266,53.8006,17.0183,65.4137,15.2892,61.2373,14.4026,48.9082
305.5,71.3354,14.7405,49.5837,19.9267,65.361,15.3001,53.0976,19.2663,48.9082
306.5,71.8436,14.6289,45.9928,22.8219,65.2691,15.3276,47.2218,24.1617,48.9082
307.5,71.9667,14.735,43.9634,24.705,65.1994,15.341,44.1054,27.9826,48.9082
308.5,72.1661,14.7386,42.6736,25.9776,65.2049,15.3205,41.7803,30.8683,48.9082
309.5,71.0613,15.3767,41.6744,27.0429,65.1033,15.3443,39.8509,33.5144,48.9082
310.5,71,15.4953,40.4578,28.4637,65.5917,15.0913,37.1826,37.4246,48.9082
311.5,71.0643,15.4803,39.1541,29.9692,66.3093,14.6938,35.4327,39.9575,48.9082
312.5,71.001,15.5167,38.8871,30.3441,66.5117,14.5701,36.7627,38.3733,48.8955
313.5,71,15.5719,39.8331,29.4331,67.038,14.3291,39.2357,36.189,48.8286
314.5,71,15.6386,40.856,28.4383,66.9942,14.3751,41.1225,34.3634,48.8286
315.5,71,15.7011,41.7448,27.6631,67.174,14.3231,42.3213,33.3475,48.8286
316.5,71,15.7608,42.0301,27.5166,67.2113,14.3394,42.4968,33.3432,48.8286
317.5,71.0488,16.0513,41.9522,27.7268,66.9335,14.5026,42.3833,33.384,48.8269
318.5,71,16.5316,41.8436,27.9894,66.9818,14.5077,42.3017,33.3961,48.8268
319.5,71,16.5712,42.0333,27.9547,67.1457,14.4647,42.6824,32.8263,48.8268
320.5,71,16.6073,42.6183,27.5212,66.8115,14.6782,44.5908,30.6288,48.8268
321.5,71.2936,16.4664,44.103,26.2069,66.4542,14.9156,48.6704,26.5751,48.8268
322.5,71.0007,16.5523,47.0336,23.5234,65.9302,15.1682,54.3944,21.4062,48.8268
323.5,71.1071,16.4506,50.6554,20.6362,65.6618,15.3241,60.4114,17.0702,48.8268
324.5,71.3481,16.3551,54.0019,18.2911,65.218,15.5722,65.7977,13.9787,48.8268
325.5,71.4801,16.2913,55.2395,17.48,65.1794,15.562,66.518,13.4594,48.8268
326.5,71.3768,16.3446,55.3604,17.4224,65.1695,15.5475,64.3102,14.3627,48.8268
327.5,71,16.4918,54.2257,18.1874,65.1996,15.5068,60.6735,16.0223,48.8268
328.5,71.1449,16.3513,52.0737,19.6456,65.1785,15.4442,56.4632,18.4263,48.8268
329.5,71,16.4827,49.943,21.2479,65.1059,15.433,52.0457,21.6003,48.8268
330.5,71.1142,16.5432,48.1489,22.7778,64.9863,15.4898,48.3343,24.9808,48.8268
331.5,71,16.7152,46.5111,24.3124,64.9642,15.5024,45.0751,28.3369,48.8268
332.5,71,16.7335,44.8071,25.9937,65.2902,15.3125,41.5984,32.6041,48.8268
333.5,71,16.712,42.7923,28.1125,65.8346,15.0073,37.8426,37.7038,48.8268
334.5,71,16.7457,41.1024,30.134,66.2543,14.814,35.1924,42.6384,48.8268
335.5,71,16.7288,39.8145,31.7842,66.7698,14.5634,32.9593,47.6554,48.8268
336.5,71,16.7077,38.6307,33.4115,67.2889,14.3314,31.1296,52.454,48.7643
337.5,71,16.7016,37.7815,34.6945,67.5817,14.2429,30.0166,55.6252,48.7485
338.5,71,16.6824,36.8601,36.0875,67.7978,14.1942,28.6502,58.9028,48.7485
339.5,71,16.6612,36.0059,37.4241,67.9792,14.1642,27.4097,62.0215,48.7485
340.5,71,16.6631,35.3446,38.5895,68.2019,14.1459,26.8356,63.2093,48.7485
341.5,71,16.6065,35.0843,39.0187,68.2847,14.1545,27.1317,60.9879,48.7483
342.5,71,16.5123,34.8909,39.2827,68.4701,14.0967,26.8184,60.2973,48.7481
343.5,71,16.475,34.378,40.1801,68.3539,14.2287,26.3191,60.8656,48.748
344.5,71.0389,16.6687,34.7259,39.7371,67.0386,14.9414,30.6662,50.2064,48.7479
345.5,71,17.1345,37.315,35.9985,66.0045,15.5202,39.6835,34.4432,48.7479
346.5,71,17.0467,42.3895,29.598,66.3455,15.3385,49.837,23.1516,48.7479
347.5,71.1009,16.9467,48.4958,23.4892,65.6654,15.7224,60.5044,15.4073,48.7479
348.5,71.6854,16.6485,54.0852,19.1128,65.1995,15.9823,69.9532,10.7664,48.7479
349.5,72.3227,16.2916,58.3641,16.34,65.1813,15.9596,75.1383,8.62066,48.7479
350.5,73.0303,15.8931,60.2799,15.2229,65.1832,15.9196,75.4763,8.11665,48.7479
351.5,73.3463,15.7189,60.3194,15.1912,65.1723,15.9006,71.8822,9.20053,48.7479
352.5,73.1706,15.8141,57.6055,16.7444,65.1309,15.8721,64.518,12.8416,48.7479
353.5,72.2652,16.3867,53.0077,19.8472,65.0945,15.8796,55.6374,18.6647,48.7479
354.5,72.6466,16.3159,48.6175,23.3924,64.9895,15.9341,47.9172,25.4321,48.7479
355.5,72.1521,16.6985,45.3988,26.4241,64.8535,15.991,42.3393,31.6066,48.7479
356.5,71.4403,17.1658,43.1265,28.8252,64.7411,16.0373,38.2954,36.8599,48.7479
357.5,71,17.4475,41.6382,30.518,64.8418,15.9546,35.6628,40.6301,48.7479
358.5,71,17.4634,40.5136,31.9155,65.5037,15.5996,33.4719,44.0001,48.7479
359.5,71,17.4397,39.2203,33.5658,66.2539,15.2038,31.1651,48.3522,48.7479
360.5,71,17.374,38.5152,34.4379,66.6724,14.9801,31.0777,47.8881,48.7479
361.5,71,17.3139,38.8075,33.9934,66.8857,14.8821,32.8137,43.2124,48.7479
362.5,71,17.276,39.5217,33.0457,67.0505,14.822,35.5542,38.4363,48.7479
363.5,71,17.269,40.3276,32.064,67.1043,14.821,36.223,38.8381,48.7479
364.5,71,17.4472,39.3446,33.787,67.5288,14.7411,32.9635,50.7551,48.7479
365.5,71,17.5708,37.8508,36.2241,67.7343,14.7307,30.5804,62.2327,48.7402
366.5,71,17.6713,36.9238,37.9256,67.9815,14.6833,29.381,69.9418,48.7348
367.5,71,17.7829,36.544,38.8659,67.7748,14.8851,29.3625,72.092,48.7348
368.5,71,17.8453,36.9369,38.5137,67.4647,15.1234,30.8142,67.2289,48.7346
369.5,71,17.905,38.0024,37.2211,67.4303,15.2366,33.4123,60.9202,48.7233
370.5,71,18.0308,39.1141,36.2309,67.9524,15.0886,35.5405,60.2319,48.7084
371.5,71,18.1182,40.4273,35.0223,67.9098,15.1963,38.0291,58.0981,48.7084
372.5,71,18.2311,42.6489,32.7346,67.681,15.4022,40.8912,53.859,48.7084
373.5,71,18.2673,44.3271,31.2872,68.0378,15.3062,41.8794,50.3332,48.7084
374.5,71,18.2669,44.5095,31.6295,68.1354,15.3495,40.7068,50.9769,48.6796
375.5,71,18.2964,43.7966,33.0827,67.9969,15.5227,39.268,53.9585,48.6775
376.5,71,18.3764,42.9316,34.5878,67.3362,15.9456,38.6831,55.5341,48.6719
377.5,71,18.5329,41.0996,37.4174,67.3125,16.0151,36.0452,62.1952,48.6717
378.5,71,18.7455,38.9664,40.9583,67.1052,16.2085,33.2792,68.4527,48.6717
379.5,71,18.8335,38.049,42.5516,66.8774,16.3729,32.5351,65.9054,48.6717
380.5,71,18.8014,37.637,43.1198,66.6097,16.5337,31.4724,62.5561,48.6717
381.5,71,18.7729,36.9667,44.1955,66.7646,16.4741,30.0203,62.6545,48.6717
382.5,71,18.6973,36.3488,45.1225,66.9867,16.3481,29.0091,62.5062,48.6717
383.5,71,18.604,35.6605,46.2167,67.4153,16.1365,28.0295,61.7925,48.6717
384.5,71,18.4656,35.1503,46.9295,67.7393,15.9686,27.4077,60.5826,48.6717
385.5,71,18.3189,34.7402,47.4638,67.9833,15.8533,27.1372,58.5719,48.6717
386.5,71,18.1936,34.4582,47.8188,68.1158,15.8188,26.9384,56.748,48.6717
387.5,71,18.0596,34.4748,47.5797,68.1477,15.8242,28.1801,51.3795,48.6717
388.5,71,17.9248,35.1121,46.1544,68.1923,15.8184,29.9748,45.3062,48.6717
389.5,71,17.8155,35.2583,45.7236,68.3508,15.79,29.7592,44.9022,48.6717
390.5,71,17.6799,35.1566,45.7347,68.3331,15.8216,29.649,44.7246,48.6717
391.5,71,17.5907,34.8132,46.2543,68.1326,15.9567,28.1569,48.3452,48.6166
392.5,71,17.5658,33.9547,47.8691,68.2643,15.9375,26.7019,53.7863,48.6003
393.5,71,17.5047,34.5624,46.7193,68.1403,16.0408,29.8118,48.7162,48.5981
394.5,71,17.4275,36.5495,43.2507,68.2752,16.0194,34.487,42.4002,48.598
395.5,71,17.3393,38.8456,39.5542,68.0304,16.1909,37.5197,39.5716,48.598
396.5,71,17.2734,41.1292,36.1701,67.686,16.3936,40.1837,36.252,48.598
397.5,71,17.213,43.2799,33.2489,67.4747,16.5207,42.8262,32.4064,48.598
398.5,71,17.1293,44.3676,31.8061,67.3707,16.5773,42.6103,31.7071,48.598
399.5,71,16.987,42.5463,33.9633,67.6395,16.406,37.8278,36.4684,48.598
400.5,71,16.8129,38.8404,38.9216,67.8494,16.2361,32.3643,43.2237,48.598
401.5,71,16.7474,35.2839,44.62,68.2039,16.0308,26.48,55.1662,48.598
402.5,71,16.7484,32.224,50.4178,68.0859,16.105,21.014,70.2324,48.598
403.5,71,16.7013,29.9045,55.6262,68.0345,16.1172,16.9994,82.6778,48.598
404.5,71,16.5773,28.6047,58.6591,68.1404,16.0204,14.8973,88.935,48.598
405.5,71,16.4439,27.5593,61.1737,68.4276,15.8418,13.4529,92.2459,48.598
406.5,71,16.3344,26.5558,63.6337,68.7716,15.6477,12.4098,92.7409,48.598
407.5,71,16.4891,25.7539,65.4918,68.4369,15.7967,11.5526,92.9244,48.598
408.5,71,16.3039,25.0757,66.9842,69.3095,15.2992,10.9415,92.2709,48.598
409.5,71,16.0789,24.3895,68.5742,69.7062,15.077,10.4108,91.635,48.598
410.5,71,15.8688,23.7219,70.1927,69.8886,14.9702,9.70706,92.0161,48.5541
411.5,71,15.6543,23.1454,71.5191,70.0502,14.86,8.96848,93.1475,48.5282
412.5,71,15.4947,22.5928,73.0331,70.2078,14.7934,8.62862,93.5409,48.5282
413.5,71,15.3193,22.2744,73.6024,70.3142,14.7253,8.87031,91.8861,48.5282
414.5,71,15.1237,22.1357,73.5237,70.5098,14.5956,9.04691,90.5393,48.5279
415.5,71,14.9903,22.0388,73.4284,69.9799,14.8331,10.1559,85.7,48.5271
416.5,71,14.9769,22.6942,71.0682,69.3732,15.1508,14.6274,71.4264,48.5271
417.5,71,15.1349,24.6593,64.7528,68.7335,15.4868,22.6795,50.255,48.5271
418.5,71,15.0813,29.1815,52.4642,68.7071,15.4698,33.9958,31.7083,48.5271
419.5,71,15.0521,35.5827,39.9507,67.9965,15.8334,46.0342,20.8593,48.5271
420.5,71,15.0602,42.4826,30.4201,67.1907,16.2488,56.1043,15.2867,48.5271
421.5,71.018,15.0727,47.9016,24.6955,66.3795,16.6649,64.3127,11.8996,48.5271
422.5,71.7417,14.7176,51.908,21.1878,65.9009,16.8918,69.0311,9.69284,48.5271
423.5,72.1315,14.5159,53.6936,19.7616,65.7404,16.9266,68.5997,9.14743,48.5271
424.5,72.5297,14.2825,52.9457,20.2203,65.7148,16.8396,65.324,9.65067,48.5271
425.5,72.3821,14.3309,49.2236,23.0769,65.7091,16.7544,58.0156,11.8666,48.5271
426.5,73.5023,13.8383,45.9825,25.86,65.7258,16.6685,52.4237,14.0176,48.5271
427.5,74.2591,13.7115,44.628,27.0271,65.6906,16.6204,49.9698,14.9736,48.5271
428.5,74.0193,14.0447,44.0927,27.4173,65.626,16.5957,48.7541,15.3314,48.5271
429.5,73.4587,14.266,43.7236,27.5632,65.5583,16.5457,47.9051,15.3,48.5271
430.5,72.9669,14.5214,43.1675,27.9912,65.5162,16.5083,46.5659,15.6514,48.5271
431.5,72.128,14.9398,42.4087,28.6597,65.4652,16.4675,44.6565,16.3981,48.5271
432.5,71.2162,15.3988,41.4375,29.5965,65.4051,16.4281,43.1401,17.0454,48.5073
433.5,71,15.4678,41.648,29.093,65.6024,16.2251,44.3577,15.5365,48.4601
434.5,71,15.3957,42.2829,28.1125,66.0923,15.8825,44.841,14.5334,48.4599
435.5,71,15.3386,41.7352,28.5165,66.3375,15.6762,42.9715,15.3566,48.4598
436.5,71,15.3327,40.3447,30.066,66.6194,15.5079,39.6853,17.5055,48.4598
437.5,71,15.3294,38.8414,31.8548,66.8799,15.3609,37.68,19.5023,48.4598
438.5,71,15.3137,38.7206,31.9663,66.8943,15.3507,38.8613,19.4388,48.4593
439.5,71.0917,15.2758,39.4428,30.9813,66.4271,15.5883,40.2678,18.1746,48.4589
440.5,71.1135,15.4472,40.6427,29.4804,65.5334,16.0696,45.301,14.6295,48.4588
441.5,71.495,15.2219,43.3998,26.3604,65.2106,16.2178,53.1026,10.5367,48.4588
442.5,71.7065,14.9559,47.7607,22.131,65.2916,16.0752,61.532,7.47996,48.4588
443.5,72.7497,14.3511,52.3516,18.547,65.3598,15.9995,69.2572,5.56342,48.4588
444.5,73.5157,13.957,56.5931,15.7824,65.4479,15.8932,73.188,4.82443,48.4588
445.5,73.9174,13.6612,58.7697,14.4291,65.4908,15.7896,72.7991,4.75586,48.4588
446.5,74.3989,13.3001,59.2932,13.9841,65.5867,15.6667,70.4171,5.01824,48.4588
447.5,74.5726,13.1054,58.5719,14.2111,65.5729,15.6184,66.8423,5.59881,48.4588
448.5,74.6346,13.0112,56.2801,15.3198,65.5559,15.5741,62.7834,6.50557,48.4588
449.5,74.1254,13.2169,52.7271,17.3618,65.5628,15.508,57.1717,8.10226,48.4588
450.5,74.7054,12.9786,49.3093,19.5811,65.4814,15.4687,51.3886,10.1606,48.4588
451.5,73.8324,13.4029,46.5656,21.6125,65.2933,15.4974,44.7428,13.7427,48.4588
452.5,71.8474,14.3687,42.469,25.2629,65.033,15.6008,35.8561,22.3261,48.4588
453.5,71,14.852,38.9764,29.0165,65.3537,15.4077,30.0395,34.9288,48.4588
454.5,71,15.0042,36.6427,32.1295,66.2219,15.0012,26.3896,49.3752,48.4588
455.5,71,15.096,34.8668,34.7125,67.013,14.6102,23.4292,62.5278,48.4588
456.5,71,15.1741,33.4988,36.9023,67.5823,14.3321,21.4088,74.3352,48.4588
457.5,71,15.2687,32.6006,38.5725,68.0305,14.1409,20.3586,83.9695,48.4588
458.5,71,15.3649,32.0206,39.8181,68.3093,14.0467,20.0042,90.0001,48.4588
459.5,71,15.4685,31.7046,40.752,68.5015,14.0129,20.2223,92.913,48.452
460.5,71,15.6044,31.4443,41.7121,68.6981,14.0109,20.4649,95.2147,48.4472
461.5,71,15.7053,31.1901,42.6014,68.824,14.0099,20.7084,97.0187,48.4472
462.5,71,15.7921,31.0221,43.2634,69.0232,13.9623,21.0069,97.1932,48.4399
463.5,71,16.173,30.9919,43.7494,68.439,14.3349,21.3122,97.5343,48.3932
464.5,71,16.3929,31.089,43.8884,67.896,14.6776,23.7624,87.8209,48.3932
465.5,71,16.4426,32.3211,41.7717,67.6734,14.8337,30.6853,64.2405,48.3932
466.5,71,16.5995,36.0546,36.132,67.5393,14.9467,40.3646,43.6555,48.3932
467.5,71,16.6979,40.8132,30.198,67.1913,15.1978,47.6279,33.5918,48.3932
468.5,71,16.7941,45.5079,25.4202,66.5964,15.5684,52.917,27.9956,48.3932
469.5,71,16.8625,48.9851,22.444,66.1112,15.8583,56.6626,24.3283,48.3932
470.5,71.0358,16.9038,50.8759,21.0499,65.6606,16.1207,57.7791,22.9486,48.3932
471.5,71.0252,16.9334,51.5152,20.6434,65.3209,16.3035,57.1059,22.9329,48.3932
472.5,71,16.9478,50.3807,21.5627,65.3196,16.2532,54.0837,25.2347,48.3932
473.5,71,17.0718,46.8124,24.771,65.7941,15.9895,47.6974,32.11,48.3932
474.5,71,17.2878,42.7038,29.1201,65.689,16.0838,40.5772,42.2699,48.3932
475.5,71,17.4356,39.6753,32.8483,65.6562,16.1068,35.2399,52.1117,48.3932
476.5,71,17.5491,37.5777,35.7804,65.9113,15.9708,31.3685,61.2099,48.3932
477.5,71,17.6508,36.0519,38.1912,66.3469,15.7662,28.5735,69.4756,48.3932
478.5,71,17.6724,35.0011,39.9071,66.8325,15.5061,26.8698,74.3347,48.3932
479.5,71,17.8113,34.0926,41.4853,66.9201,15.4764,25.3991,78.7665,48.3932
480.5,71,18.0482,33.1679,43.2414,67.3254,15.3153,23.7963,83.6965,48.3932
481.5,71,17.9804,32.0639,45.3254,68.119,14.9547,21.9759,89.1929,48.3932
482.5,71,17.8692,31.0576,47.4365,68.5188,14.7917,20.6976,92.4474,48.3932
483.5,71,17.7615,30.2702,49.2449,68.8208,14.7035,19.9917,93.027,48.3932
484.5,71,17.6948,29.6664,50.8404,69.0842,14.682,19.476,93.076,48.3932
485.5,71,17.6043,29.164,52.162,69.2406,14.7025,18.925,92.8732,48.3887
486.5,71,17.4683,28.8423,52.8936,69.3344,14.7044,18.9112,90.8252,48.3698
487.5,71,17.3825,29.0926,52.2392,68.9401,14.9436,21.2394,79.7953,48.3304
488.5,71,17.9987,30.7229,48.5525,67.3032,15.8456,28.5298,56.954,48.3304
489.5,71,18.1812,34.308,41.8564,67.2895,15.8734,38.7282,37.4004,48.3304
490.5,71,18.0433,40.0861,33.4047,67.1095,15.9691,49.8763,24.6939,48.3304
491.5,71,17.9691,46.4708,26.1528,66.3457,16.3972,60.6791,16.6726,48.3304
492.5,71.2955,17.7821,52.0862,21.2039,65.5691,16.8236,69.4311,12.0684,48.3304
493.5,71.9738,17.3821,56.4694,18.0334,65.4645,16.8601,75.3223,9.53792,48.3304
494.5,72.796,16.908,59.112,16.3627,65.4838,16.8153,76.8174,8.48962,48.3304
495.5,73.2896,16.5821,59.3266,16.1742,65.4832,16.7593,74.2128,8.59534,48.3304
496.5,73.2148,16.5926,57.0218,17.525,65.4404,16.7283,67.6999,10.4098,48.3304
497.5,72.2921,17.0891,52.3536,20.717,65.3028,16.7711,57.6959,14.3411,48.3304
498.5,72.1691,17.1777,47.9701,24.3163,65.1402,16.8349,48.4709,20.0553,48.3304
499.5,71.4501,17.6271,44.1833,28.0113,65.0068,16.8821,41.8209,26.4517,48.3304
500.5,71.0947,17.8646,41.7683,30.7178,65.0365,16.8428,38.4726,31.7299,48.3304
501.5,71,17.9116,40.2092,32.6706,65.5728,16.5251,35.8324,37.02,48.3304
502.5,71,17.9059,39.0919,34.1991,66.1594,16.2138,34.2934,40.643,48.3304
503.5,71,17.8469,38.4191,35.0958,66.7353,15.8854,33.5172,42.6096,48.3304
504.5,71,17.7155,37.953,35.6563,67.1856,15.6145,33.1317,43.4548,48.3304
505.5,71,17.6102,37.5848,36.1493,67.5056,15.4637,32.6757,43.8204,48.3304
506.5,71,17.5017,37.1458,36.7248,67.6977,15.3846,32.0817,44.0086,48.3304
507.5,71,17.3895,36.6044,37.4552,67.916,15.3071,31.1567,44.3709,48.3304
508.5,71,17.2733,35.9531,38.3707,68.1695,15.2428,30.3915,43.5444,48.3304
509.5,71,17.1092,35.6039,38.7067,68.2009,15.2451,30.0515,42.1086,48.3304
510.5,71,16.9035,35.1838,39.0975,68.3317,15.1637,29.3261,41.9145,48.3145
511.5,71,16.7442,34.9549,39.2546,68.0321,15.3401,29.8696,38.9485,48.3098
512.5,71,16.6609,35.6319,38.112,67.2462,15.784,34.5637,30.7988,48.3028
513.5,71,16.545,38.2467,34.255,66.7365,16.0723,42.7374,21.6078,48.2751
514.5,71,16.315,43.3136,27.9429,66.4592,16.1951,51.8692,14.8244,48.2703
515.5,71.2778,16.0198,48.8955,22.4766,65.7619,16.5553,61.4473,10.1398,48.2703
516.5,72.0128,15.5585,54.5233,18.1258,65.4321,16.7024,69.3929,7.28593,48.2703
517.5,72.734,15.0544,58.4194,15.5524,65.4475,16.6144,73.2192,5.70436,48.2703
518.5,73.6464,14.5099,60.3583,14.3661,65.4982,16.5239,74.8557,4.80741,48.2703
519.5,74.3718,14.1303,61.3864,13.7866,65.5143,16.4584,74.6448,4.5475,48.2703
520.5,74.4181,14.0557,59.6977,14.5482,65.4829,16.3953,68.8791,5.5158,48.2703
521.5,73.0622,14.6714,54.9647,17.1819,65.3519,16.4165,57.9732,8.62989,48.2703
522.5,73.1573,14.6627,49.4156,20.9437,65.207,16.4723,47.6107,13.5355,48.2703
523.5,72.4787,15.0636,45.4133,24.1381,65.0855,16.4685,41.6743,18.1646,48.2703
524.5,71.2613,15.5591,42.986,26.2003,65.0355,16.3955,38.5811,21.6322,48.2703
525.5,71,15.5903,41.6056,27.4815,65.475,16.1202,36.2497,25.2727,48.2703
526.5,71,15.5482,39.9624,29.311,66.5368,15.5621,32.8865,32.2417,48.2703
527.5,71,15.4014,38.3581,31.1517,67.4789,15.0388,31.1333,38.0069,48.2703
528.5,71,15.2031,37.7418,31.801,67.984,14.7441,31.1929,39.0311,48.2547
529.5,71,15.0487,37.1804,32.4337,68.2433,14.6034,29.5775,42.1671,48.2341
530.5,71,14.9093,36.1782,33.6841,68.6387,14.4063,28.4027,44.5642,48.2341
531.5,71,14.759,35.9664,33.831,68.5873,14.4244,29.1238,41.5474,48.2341
532.5,71,14.6545,35.9402,33.7833,68.6511,14.4193,29.5345,39.1187,48.2341
533.5,71,14.4885,35.8004,33.7496,68.8181,14.3186,29.1311,38.2399,48.2341
534.5,71,14.3635,35.504,33.9849,68.7651,14.3247,29.0657,38.0543,48.2286
535.5,71,14.2972,35.6643,33.7039,68.4753,14.4818,30.8114,35.1611,48.2147
536.5,71,14.2346,36.7261,32.2972,68.0174,14.7355,35.5671,29.1973,48.2142
537.5,71,14.2066,39.55,28.9037,67.1729,15.1639,43.5397,21.7801,48.2129
538.5,71,14.1274,44.3289,24.0098,66.9214,15.2645,52.2983,15.9962,48.2129
539.5,71,14.0612,48.8951,20.1389,66.4494,15.4849,59.6962,12.1475,48.2129
540.5,71.1701,13.9582,53.0223,17.2287,65.7529,15.8284,65.8252,9.54324,48.2129
541.5,72.1263,13.5114,57.6427,14.505,65.481,15.9303,72.0192,7.24791,48.2129
542.5,72.7717,13.2124,60.8332,12.8571,65.4626,15.8876,74.2937,6.40211,48.2129
543.5,72.856,13.1644,60.2942,13.0677,65.482,15.8438,71.1228,7.078,48.2129
544.5,72.4665,13.2964,57.5946,14.3373,65.4228,15.8319,64.391,9.08213,48.2129
545.5,71.8074,13.5485,53.9239,16.2587,65.2656,15.8397,56.6755,11.8838,48.2129
546.5,71.8951,13.5402,50.6827,18.245,65.1203,15.8679,49.9528,15.505,48.2129
547.5,71.6782,13.7403,47.4581,20.58,65.0045,15.9017,44.8087,20.2076,48.2129
548.5,71.1406,14.1043,45.0157,22.6268,64.9227,15.9036,41.1556,25.8838,48.2129
549.5,71,14.2562,43.4962,24.063,65.2505,15.6801,38.6409,30.9867,48.2129
550.5,71,14.3623,42.2967,25.3659,65.8842,15.3586,36.9795,34.3672,48.2129
551.5,71,14.3752,41.4215,26.2654,66.376,15.0616,36.2544,35.3553,48.2129
552.5,71,14.3221,40.7446,26.9322,67.0565,14.6693,35.5138,35.2293,48.2129
553.5,71,14.2606,40.2294,27.4402,67.4455,14.4644,35.2391,33.7391,48.2129
554.5,71,14.1552,40.0989,27.4359,67.5807,14.365,35.7173,30.6394,48.2129
555.5,71,14.0506,40.1783,27.1757,67.6074,14.3164,36.2994,27.6943,48.2129
556.5,71,13.9673,40.505,26.6867,67.6544,14.2818,37.1889,24.9532,48.2129
557.5,71,13.9191,40.8442,26.2189,67.4852,14.3384,37.878,23.6626,48.2129
558.5,71,13.8949,41.0358,25.9592,67.3923,14.3642,38.3135,22.958,48.1689
559.5,71,13.8754,41.102,25.8276,67.1792,14.453,38.2421,23.0463,48.1584
560.5,71,13.8897,41.4198,25.4897,67.0251,14.5247,39.975,22.1928,48.1584
561.5,71,13.9423,43.0895,23.9047,66.7692,14.6516,44.5308,19.207,48.1583
562.5,71,14.0773,46.3726,21.11,66.3785,14.8116,52.263,15.2074,48.1583
563.5,71,14.1084,51.3361,17.5797,65.8867,15.0667,61.7263,11.577,48.1583
564.5,71.1349,14.1312,55.1468,15.3554,65.334,15.3756,68.3101,9.92149,48.1583
565.5,71.879,13.8521,59.4322,13.1881,65.1242,15.4732,74.7652,8.55846,48.1583
566.5,72.4381,13.6614,62.3172,11.9266,65.1301,15.4579,76,8.78311,48.1583
567.5,72.627,13.6539,61.2678,12.4565,65.1002,15.4753,71.4253,11.0052,48.1583
568.5,72.6178,13.7422,58.5883,13.7993,65.0884,15.4643,64.595,14.7406,48.1583
569.5,71.9132,14.265,54.9941,15.9086,65.0203,15.5205,56.9198,20.1368,48.1583
570.5,72.5664,14.2192,51.2342,18.4546,64.892,15.6169,49.8205,26.7341,48.1583
571.5,72.6295,14.4577,48.032,20.9027,64.8337,15.6509,44.9813,32.2527,48.1583
572.5,71.8598,15.0089,45.8098,22.8683,64.7345,15.7108,41.4497,37.3628,48.1583
573.5,71.0339,15.5845,44.2722,24.4587,64.7519,15.7083,38.364,42.8144,48.1583
574.5,71.0517,15.9824,42.663,26.3549,65.1257,15.5522,35.4692,49.3015,48.1583
575.5,71,16.1304,41.3032,28.0305,66.1945,14.9916,33.6072,53.521,48.1583
576.5,71,16.1343,40.4148,29.2082,66.9078,14.6215,32.6493,54.614,48.1583
577.5,71,16.1452,39.6472,30.3147,67.315,14.444,31.1768,57.3076,48.1583
578.5,71,16.1562,38.7454,31.589,67.5637,14.3617,29.4759,60.8995,48.1583
579.5,71,16.1884,37.892,32.7994,67.5746,14.4033,28.0624,64.4787,48.1583
580.5,71,16.2545,37.4273,33.6219,67.7413,14.4079,28.0836,63.6641,48.1583
581.5,71,16.2354,37.2399,33.8728,67.7108,14.4391,27.1026,64.9444,48.1583
582.5,71,16.1926,36.1488,35.382,68.1881,14.2246,24.8996,70.8217,48.1583
583.5,71,16.2121,35.2856,36.745,67.9279,14.4128,24.5459,71.6533,48.1583
584.5,71,16.2545,35.6296,36.3861,67.2557,14.7927,29.3512,58.2265,48.1386
585.5,71,16.313,38.2229,33.0073,66.4671,15.2459,39.3558,39.2752,48.107
586.5,71,16.3451,42.8533,27.6871,66.6024,15.2125,50.2465,26.1358,48.1066
587.5,71,16.3577,48.1034,22.6788,66.3509,15.3552,57.5614,20.2259,48.1066
588.5,71,16.3613,52.2707,19.4494,65.7251,15.6732,61.8306,17.2812,48.1066
589.5,71,16.3326,54.4858,17.9424,65.5649,15.7435,62.5683,15.9834,48.1066
590.5,71,16.3027,54.9743,17.6768,65.3691,15.8425,61.3745,16.2702,48.1066
591.5,71,16.2563,54.991,17.7505,65.4877,15.774,57.8861,18.6136,48.1066
592.5,71,16.2025,52.2203,19.8094,66.4594,15.2504,51.9226,23.6367,48.1066
593.5,71,16.5473,48.845,22.6379,65.5368,15.7441,46.7069,28.8319,48.1066
594.5,71,16.629,45.9055,25.4377,66.4323,15.261,42.2452,33.7238,48.1066
595.5,71,16.6396,44.2216,27.2704,66.1804,15.3955,40.5299,36.5089,48.1066
596.5,71,16.7168,43.7328,27.9226,65.3596,15.8414,40.7223,36.9514,48.1066
597.5,71,16.7943,43.6589,28.1699,65.5094,15.7598,40.8239,37.9348,48.1066
598.5,71,16.9047,43.2368,28.9457,66.0727,15.4802,39.8694,42.1527,48.1066
599.5,71,17.0347,42.6218,29.9361,66.2131,15.4344,38.4527,47.3338,48.1066
