Preliminary Synchronized Reserve Summary 
Month:,"January, 2017" ,Report Creation Timestamp (EPT):, 08/02/2017 12:15:40 PM
EPT Hour Ending,GMT Hour Ending,Synch Reserve Zone,Subzone,SRMCP ($/MWh),Total Reserve Zone Load (MWh),Total Subzone Above Obligation Tier 1 Adjustment (MWh),Total Subzone Tier 1 Excess (MWh),Total Subzone Lost Opportunity Cost Credit Cleared ($),Total Subzone Lost Opportunity Credit Added ($),Total Subzone Synch Reserve Purchases (MWh),Total Subzone Tier 1 Allocation to Obligation (MWh),Total Subzone Tier 1 Credit ($),Total Subzone Tier 1 Lost (MWh),Total Subzone Tier 2 PJM-Scheduled MWh,Total Subzone Tier 2 PJM-Added MWh,Total Subzone Tier 2 Self-Scheduled MWh,Total Subzone Tier 2 Shortfall (MWh),Total Subzone Tier 2 Retroactive Penalty Charge ($),Total Subzone Tier 2 Retroactive Obligation (MWh)
01/03/2017 09,01/03/2017 14,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,80484.438023,783.581426299,309.700000,8633.81,.00,1326.532968475,197.139420559,.00,.000,700.600,.000,.000,.000,.00,1326.532968475
01/03/2017 10,01/03/2017 15,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,81029.487996,766.204720448,224.000000,8504.49,.00,1301.508022105,151.870001312,.00,.000,670.625,.000,.000,.000,.00,1301.507983467
01/03/2017 11,01/03/2017 16,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,81638.868010,786.298563080,260.300000,8730.93,.00,1332.242002188,171.430886826,.00,.000,671.142,.000,.000,.000,.00,1332.241981254
01/03/2017 12,01/03/2017 17,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,81794.805012,789.114278699,316.100000,8324.88,.00,1346.799998409,222.708663079,.00,.000,670.817,.000,.000,.000,.00,1346.799998409
01/03/2017 13,01/03/2017 18,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,81760.669978,704.931069801,302.646481,7602.78,.00,1198.233003028,204.503117295,.00,.000,673.000,.000,.000,.000,.00,1198.233003028
01/03/2017 14,01/03/2017 19,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,81552.469003,780.143118585,324.500000,6911.56,1168.96,1322.325019016,226.747970541,.00,.000,671.100,.000,.000,.000,.00,1322.324998830
01/03/2017 15,01/03/2017 20,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,80792.210029,735.775990258,369.100000,6649.57,1411.00,1245.825045013,258.988015492,.00,.000,670.933,.000,.000,.000,.00,1245.825025142
01/03/2017 16,01/03/2017 21,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,80689.847006,739.382804855,448.200000,5966.63,2046.13,1258.433018947,313.436520722,.00,.000,469.400,201.200,.000,.000,.00,1258.433018947
01/03/2017 17,01/03/2017 22,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,82328.246017,703.399460607,558.474246,6892.74,1009.36,1262.500062325,471.378622995,.00,.000,570.000,100.600,.000,.000,.00,1262.499991002
01/03/2017 18,01/03/2017 23,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,86065.049017,721.372332051,728.003605,7157.74,802.97,1261.900114331,542.463846754,.00,.000,670.600,.000,.000,.000,.00,1261.899989938
01/03/2017 19,01/04/2017 00,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,86835.455983,727.603636629,662.500000,5567.24,2067.86,1222.966045834,395.254368567,.00,.000,499.458,201.200,.000,.000,.00,1222.966023195
01/03/2017 20,01/04/2017 01,RTO,Non PJM Mid Atlantic Dominion (MAD),1.10,85363.834056,741.735896646,215.800000,4639.93,2504.08,1243.641095921,131.908048655,.00,.000,464.316,254.500,.000,.000,.00,1243.641028640
01/03/2017 21,01/04/2017 02,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,83582.447016,721.840007555,290.900000,5512.13,2055.87,1218.566039359,215.319975453,.00,.000,499.775,201.200,.000,.000,.00,1218.566001903
01/03/2017 22,01/04/2017 03,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,80305.509999,755.432439890,708.453813,7491.26,.00,1257.933110893,502.651119363,.00,.000,700.833,.000,.000,.000,.00,1257.933009079
01/03/2017 23,01/04/2017 04,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,75696.083042,476.275307242,939.398530,3175.42,.00,780.700031653,630.491194740,.00,.000,444.200,.000,.000,.000,.00,780.700031653
01/03/2017 24,01/04/2017 05,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,71121.581025,252.809189224,1512.343145,659.00,.00,429.799994291,1100.641572535,.00,.000,146.000,.000,.000,.000,.00,429.799994291
01/04/2017 01,01/04/2017 06,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,67838.360949,.786733144,1443.098898,.00,.00,1.300075333,982.785611089,.00,.000,.000,.000,.000,.000,.00,1.300050112
01/04/2017 02,01/04/2017 07,RTO,Non PJM Mid Atlantic Dominion (MAD),.61,65934.933032,6.637717994,1450.543708,5.62,.00,11.159092647,1029.628363598,.00,.000,7.859,.000,.000,.000,.00,11.159043118
01/04/2017 03,01/04/2017 08,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,65222.323001,22.393350437,1566.304029,3.22,.00,37.100061190,1096.768843864,.00,.000,27.200,.000,.000,.000,.00,37.100061190
01/04/2017 04,01/04/2017 09,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,65444.903993,1.357534743,1590.987687,.00,.00,2.300106452,1112.576278388,.00,.000,.000,.000,.000,.000,.00,2.300026946
01/04/2017 05,01/04/2017 10,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,66983.992066,2.638137850,1655.507445,.00,.00,4.499990646,1165.044482618,.00,.000,.000,.000,.000,.000,.00,4.499990646
01/04/2017 06,01/04/2017 11,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,71292.974006,24.310266730,2016.400000,3.50,.00,41.174999376,1377.608876038,.00,.000,30.100,.000,.000,.000,.00,41.174999376
01/04/2017 07,01/04/2017 12,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,78787.408006,6.853275746,1441.666698,.00,.00,11.875029126,992.343185731,.00,.000,.967,.000,.000,.000,.00,11.875029126
01/04/2017 08,01/04/2017 13,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,83900.361007,356.970132756,1438.538555,1418.63,.00,610.684009876,1044.846850808,.00,.000,215.900,.000,.000,.000,.00,610.684009876
01/04/2017 09,01/04/2017 14,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,84389.720001,393.354204633,1257.780711,1821.63,.00,666.233026029,934.632292305,.00,.000,215.900,.000,.000,.000,.00,666.233026029
01/04/2017 10,01/04/2017 15,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,84241.118980,335.448307329,1270.700000,1189.66,.00,542.042159331,844.286039927,.00,.000,185.900,.000,.000,.000,.00,542.041983491
01/04/2017 11,01/04/2017 16,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,84326.759032,272.055182357,927.584384,920.90,.00,440.057983895,658.538796376,.00,.000,11.900,.000,.000,.000,.00,440.057966226
01/04/2017 12,01/04/2017 17,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,83821.533994,353.241475148,1130.896731,1294.64,.00,556.334057921,759.153758557,.00,.000,127.900,.000,.000,.000,.00,556.334057921
01/04/2017 13,01/04/2017 18,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,82838.016000,419.917659488,1177.218823,1577.25,.00,664.492051801,821.743940527,.00,.000,185.900,.000,.000,.000,.00,664.491981778
01/04/2017 14,01/04/2017 19,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,82272.637053,356.974380320,1325.853827,1114.51,.00,573.000044081,979.842361039,.00,.000,185.900,.000,.000,.000,.00,573.000019157
01/04/2017 15,01/04/2017 20,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,81969.238963,64.653331285,1649.979760,98.38,.00,102.815944548,1152.766558396,.00,.000,10.100,.000,.000,.000,.00,102.815944548
01/04/2017 16,01/04/2017 21,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,82350.672017,25.841569971,1675.149262,.00,.00,41.074985282,1140.688933275,.00,.000,.000,.000,.000,.000,.00,41.074985282
01/04/2017 17,01/04/2017 22,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,85004.726967,36.976666644,1919.421927,.64,.00,60.142036745,1312.204116217,.00,.000,1.500,.000,.000,.000,.00,60.142011031
01/04/2017 18,01/04/2017 23,RTO,Non PJM Mid Atlantic Dominion (MAD),.80,91430.525052,29.146635063,1591.975449,88.23,.00,48.723974835,1095.393621944,.00,.000,2.175,.000,.000,.000,.00,48.723974835
01/04/2017 19,01/05/2017 00,RTO,Non PJM Mid Atlantic Dominion (MAD),3.91,94196.777042,231.754764611,1074.897671,530.64,220.50,367.325978243,690.636285664,.00,.000,18.825,174.000,.000,.000,.00,367.325978243
01/04/2017 20,01/05/2017 01,RTO,Non PJM Mid Atlantic Dominion (MAD),4.15,94188.425014,608.931646226,703.311599,1305.06,1739.38,959.085015366,446.538817289,4504.57,.000,196.858,.000,.000,.000,.00,959.084998474
01/04/2017 21,01/05/2017 02,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,93329.078040,666.644008305,1652.472347,1638.69,3971.03,1048.708114720,1050.745710495,.00,.000,215.908,.000,.000,.000,.00,1048.708026896
01/04/2017 22,01/05/2017 03,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,90634.722955,795.494087245,1248.482171,6922.12,.00,1252.475061325,816.958049507,.00,254.208,215.808,.000,.000,.000,.00,1252.475033112
01/04/2017 23,01/05/2017 04,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,86363.553996,369.687868592,1277.758683,1451.57,.00,602.972984753,938.285384509,.00,.000,156.500,.000,.000,.000,.00,602.972984753
01/04/2017 24,01/05/2017 05,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,81939.609990,155.163539104,1414.440298,479.16,.00,249.783002069,991.141039150,.00,.000,10.000,.000,.000,.000,.00,249.783002069
01/05/2017 01,01/05/2017 06,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,78986.566985,6.787001624,1376.184255,.00,.00,11.092077005,941.078722667,.00,.000,.000,.000,.000,.000,.00,11.092022012
01/05/2017 02,01/05/2017 07,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,77512.982971,43.807166812,1533.043254,60.09,.00,71.900021320,1056.307659537,.00,.000,10.000,.000,.000,.000,.00,71.900021320
01/05/2017 03,01/05/2017 08,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,76631.013005,103.142978910,1776.674822,168.81,.00,166.800012266,1189.255184796,.00,.000,10.000,.000,.000,.000,.00,166.800012266
01/05/2017 04,01/05/2017 09,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,76971.996866,6.437269232,1632.247129,.00,.00,10.500135002,1088.545666255,.00,.000,.000,.000,.000,.000,.00,10.500020783
01/05/2017 05,01/05/2017 10,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,78764.138994,10.885163759,1561.585939,.67,.00,18.458055873,1077.721806013,.00,.000,1.800,.000,.000,.000,.00,18.458033294
01/05/2017 06,01/05/2017 11,RTO,Non PJM Mid Atlantic Dominion (MAD),1.68,82989.696036,17.591992708,1462.847137,43.26,.00,29.183009596,972.381187834,.00,.000,8.350,.000,.000,.000,.00,29.183009596
01/05/2017 07,01/05/2017 12,RTO,Non PJM Mid Atlantic Dominion (MAD),.33,90285.536048,234.967702771,1744.864479,304.97,.00,382.300018741,1095.021651140,.00,.000,10.100,.000,.000,.000,.00,382.299994763
