Preliminary Synchronized Reserve Summary 
Month:,"May, 2017" ,Report Creation Timestamp (EPT):, 11/03/2017 11:20:00 AM
EPT Hour Ending,GMT Hour Ending,Synch Reserve Zone,Subzone,SRMCP ($/MWh),Total Reserve Zone Load (MWh),Total Subzone Above Obligation Tier 1 Adjustment (MWh),Total Subzone Tier 1 Excess (MWh),Total Subzone Lost Opportunity Cost Credit Cleared ($),Total Subzone Lost Opportunity Credit Added ($),Total Subzone Synch Reserve Purchases (MWh),Total Subzone Tier 1 Allocation to Obligation (MWh),Total Subzone Tier 1 Credit ($),Total Subzone Tier 1 Lost (MWh),Total Subzone Tier 2 PJM-Scheduled MWh,Total Subzone Tier 2 PJM-Added MWh,Total Subzone Tier 2 Self-Scheduled MWh,Total Subzone Tier 2 Shortfall (MWh),Total Subzone Tier 2 Retroactive Penalty Charge ($),Total Subzone Tier 2 Retroactive Obligation (MWh)
05/04/2017 07,05/04/2017 11,RTO,Non PJM Mid Atlantic Dominion (MAD),.36,65453.354971,322.440603387,787.660649,1056.50,.00,543.458016148,587.076466377,.00,.000,102.600,.000,.000,.000,.00,543.458016148
05/04/2017 08,05/04/2017 12,RTO,Non PJM Mid Atlantic Dominion (MAD),4.46,69697.954946,368.244571844,751.384675,634.55,.00,612.589996965,547.024920513,.00,.000,135.266,.000,.000,.000,.00,612.589995486
05/04/2017 09,05/04/2017 13,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,70972.636013,528.279938713,996.397476,4164.70,288.66,859.700014670,704.989058864,.00,.000,221.400,.000,.000,.000,.00,859.699987031
05/04/2017 10,05/04/2017 14,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,71535.384981,538.133444790,865.872931,4517.47,.00,859.700052563,596.359952877,.00,.000,221.400,.000,.000,.000,.00,859.700002090
05/04/2017 11,05/04/2017 15,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,71949.224000,525.114207083,717.249078,4578.05,.00,832.400025092,492.025473270,.00,.000,191.400,.000,.000,.000,.00,832.399959119
05/04/2017 12,05/04/2017 16,RTO,Non PJM Mid Atlantic Dominion (MAD),.39,71938.671016,538.348895321,724.018877,4252.19,213.45,849.399992820,489.209548708,.00,.000,191.400,.000,.000,.000,.00,849.399992820
05/04/2017 13,05/04/2017 17,RTO,Non PJM Mid Atlantic Dominion (MAD),1.37,71838.645047,461.812160201,795.124135,2455.84,.00,730.600023026,542.381806069,.00,.000,89.600,.000,.000,.000,.00,730.600023026
05/04/2017 14,05/04/2017 18,RTO,Non PJM Mid Atlantic Dominion (MAD),5.91,71818.131980,401.212954060,795.420863,190.88,.00,638.284029736,512.565242681,.00,.000,229.267,.000,.000,.000,.00,638.284029736
05/04/2017 15,05/04/2017 19,RTO,Non PJM Mid Atlantic Dominion (MAD),1.47,71375.137048,334.405847637,919.511115,602.86,.00,530.092018192,607.147516133,.00,.000,101.258,.000,.000,.000,.00,530.092018192
05/04/2017 16,05/04/2017 20,RTO,Non PJM Mid Atlantic Dominion (MAD),1.54,71090.127029,319.079127589,852.710361,548.69,.00,511.677039015,540.335345007,.00,.000,101.701,.000,.000,.000,.00,511.677039015
05/04/2017 17,05/04/2017 21,RTO,Non PJM Mid Atlantic Dominion (MAD),2.95,71038.105935,343.715092919,852.122464,357.79,.00,558.258006457,553.522710998,.00,.000,121.291,.000,.000,.000,.00,558.257986307
05/04/2017 18,05/04/2017 22,RTO,Non PJM Mid Atlantic Dominion (MAD),3.40,71196.190036,340.002575809,849.033777,287.58,.00,542.549013900,539.770139792,.00,.000,108.425,.000,.000,.000,.00,542.549013900
05/04/2017 19,05/04/2017 23,RTO,Non PJM Mid Atlantic Dominion (MAD),4.44,71142.871012,348.424694308,728.561590,253.35,.00,565.507996087,456.124809704,.00,.000,159.975,.000,.000,.000,.00,565.507996087
05/04/2017 20,05/05/2017 00,RTO,Non PJM Mid Atlantic Dominion (MAD),1.92,71400.972018,406.773261895,775.308355,582.04,1180.98,675.474112978,509.585573378,.00,.000,155.350,.000,.000,.000,.00,675.474029343
05/04/2017 21,05/05/2017 01,RTO,Non PJM Mid Atlantic Dominion (MAD),2.02,72934.356970,407.525313918,761.034232,474.71,1438.62,680.135016164,496.764564885,.00,.000,119.909,.000,.000,.000,.00,680.134976152
05/04/2017 22,05/05/2017 02,RTO,Non PJM Mid Atlantic Dominion (MAD),15.56,71677.770997,502.059487909,596.783668,180.82,.00,821.041000689,393.444393562,.00,.000,211.757,.000,.000,.000,.00,821.041000689
05/04/2017 23,05/05/2017 03,RTO,Non PJM Mid Atlantic Dominion (MAD),4.56,67161.906994,421.544300110,668.788436,822.64,.00,677.275135737,426.973754214,.00,.000,207.032,.000,.000,.000,.00,677.275014984
05/04/2017 24,05/05/2017 04,RTO,Non PJM Mid Atlantic Dominion (MAD),.06,62509.020001,322.428807294,1112.886616,731.59,.00,521.049980940,742.274219236,.00,.000,118.000,.000,.000,.000,.00,521.049980940
05/05/2017 01,05/05/2017 05,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,58948.685031,317.923896266,1543.021829,757.46,.00,520.017041222,1108.938810593,.00,.000,117.000,.000,.000,.000,.00,520.016964640
05/05/2017 02,05/05/2017 06,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,56862.407044,19.389476110,1642.525856,.00,.00,32.200051571,1141.336160933,.00,.000,6.400,.000,.000,.000,.00,32.199987626
05/05/2017 03,05/05/2017 07,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,55800.424972,15.291220189,1702.390592,.00,.00,25.400017975,1186.875043568,.00,.000,.000,.000,.000,.000,.00,25.400016085
