Preliminary Synchronized Reserve Summary ,,,,,,,,,,,,,,,,,,,
Month:,"November, 2017 ",Report Creation Timestamp (EPT):, 01/05/2018 12:39:10 PM,,,,,,,,,,,,,,,,
EPT Hour Ending,GMT Hour Ending,Synch Reserve Zone,Subzone,SRMCP ($/MWh),Total Reserve Zone Load (MWh),Total Subzone Above Obligation Tier 1 Adjustment (MWh),Total Subzone Tier 1 Excess (MWh),Total Subzone Lost Opportunity Cost Credit Cleared ($),Total Subzone Lost Opportunity Credit Added ($),Total Subzone Synch Reserve Purchases (MWh),Total Subzone Tier 1 Allocation to Obligation (MWh),Total Subzone Tier 1 Credit ($),Total Subzone Tier 1 Lost (MWh),Total Subzone Tier 2 PJM-Scheduled MWh,Total Subzone Tier 2 PJM-Added MWh,Total Subzone Tier 2 Self-Scheduled MWh,Total Subzone Tier 2 Shortfall (MWh),Total Subzone Tier 2 Retroactive Penalty Charge ($),Total Subzone Tier 2 Retroactive Obligation (MWh)
11/03/2017 24,11/04/2017 04,RTO,Non PJM Mid Atlantic Dominion (MAD),0,62356.01997,192.2880364,1405.366854,245.04,0,315.9830002,965.5540442,0,0,50,0,0,0,0,315.9830002
11/04/2017 01,11/04/2017 05,RTO,Non PJM Mid Atlantic Dominion (MAD),0,58900.414,280.680914,1246.124578,517.24,0,468.6999933,929.3169163,0,0,157,0,0,0,0,468.6999933
11/04/2017 02,11/04/2017 06,RTO,Non PJM Mid Atlantic Dominion (MAD),0,56822.49299,271.825747,1275.352012,525.64,0,449.7000324,945.84745,0,0,175,0,0,0,0,449.7000324
11/04/2017 03,11/04/2017 07,RTO,Non PJM Mid Atlantic Dominion (MAD),0.42,55558.25103,99.98177018,1210.207432,4.58,0,166.642019,887.8920338,0,0,50.75,0,0,0,0,166.642019
11/04/2017 04,11/04/2017 08,RTO,Non PJM Mid Atlantic Dominion (MAD),0,55013.39694,189.2833015,1384.768014,158.73,0,311.8999657,1003.408679,0,0,59,0,0,0,0,311.8999657
11/04/2017 05,11/04/2017 09,RTO,Non PJM Mid Atlantic Dominion (MAD),0,55300.43305,125.9899379,1321.420082,49.92,0,209.0000512,959.6617534,0,0,50.1,0,0,0,0,209.0000512
11/04/2017 06,11/04/2017 10,RTO,Non PJM Mid Atlantic Dominion (MAD),0.6,56908.29304,121.2351873,1262.600979,9.19,0,201.4770619,930.4574414,0,0,0.517,0,0,0,0,204.4339588
11/04/2017 07,11/04/2017 11,RTO,Non PJM Mid Atlantic Dominion (MAD),0,59563.60503,284.3502378,1246.867242,55.91,89.56,471.9177239,919.8034865,0,0,53.65,0,0,0,0,478.813014
11/04/2017 08,11/04/2017 12,RTO,Non PJM Mid Atlantic Dominion (MAD),0,62886.00702,422.927599,1132.667643,2554.23,0,691.5936363,809.82864,0,0,182.1,0,0,0,0,701.6830085
11/04/2017 09,11/04/2017 13,RTO,Non PJM Mid Atlantic Dominion (MAD),0,65480.22004,561.4258171,1159.536327,4076.55,0,916.4434821,825.4192251,0,0,164.1,0,0,0,0,930.0499702
11/04/2017 10,11/04/2017 14,RTO,Non PJM Mid Atlantic Dominion (MAD),0,67178.18003,508.5215421,1287.187921,4844.11,0,833.941973,904.0141343,0,0,182.1,0,0,0,0,833.941973
11/04/2017 11,11/04/2017 15,RTO,Non PJM Mid Atlantic Dominion (MAD),0,67601.002,574.5825613,1168.733071,4865.59,0,926.1749995,827.2917571,0,0,164.1,0,0,0,0,926.1749995
11/04/2017 12,11/04/2017 16,RTO,Non PJM Mid Atlantic Dominion (MAD),0.86,67079.77504,297.9163378,1079.861032,742.74,0,481.7260251,736.5631105,0,0,217.168,0,0,0,0,481.7260251
11/04/2017 13,11/04/2017 17,RTO,Non PJM Mid Atlantic Dominion (MAD),0,66148.245,368.586667,1097.724362,1733.25,0,594.0289948,742.8981968,0,0,174.1,0,0,0,0,594.0289948
11/04/2017 14,11/04/2017 18,RTO,Non PJM Mid Atlantic Dominion (MAD),0,65243.34403,575.749666,1053,5241.63,0,924.1829936,730.7003903,0,0,293.9,0,0,0,0,924.1829936
11/04/2017 15,11/04/2017 19,RTO,Non PJM Mid Atlantic Dominion (MAD),0,64288.15302,592.523929,1121.248068,5168.17,0,946.1749324,792.4601489,0,0,275.9,0,0,0,0,946.1749302
11/04/2017 16,11/04/2017 20,RTO,Non PJM Mid Atlantic Dominion (MAD),0,64110.73282,370.2446173,1214.906768,2212.66,0,595.7329781,833.5303365,0,0,192.1,0,0,0,0,595.7329762
11/04/2017 17,11/04/2017 21,RTO,Non PJM Mid Atlantic Dominion (MAD),1.34,64560.94904,331.8815378,916.325962,623.8,322.36,529.0399983,598.0368515,0,0,191.318,0,0,0,0,529.0399983
11/04/2017 18,11/04/2017 22,RTO,Non PJM Mid Atlantic Dominion (MAD),0,65819.15109,568.3929535,973.958105,3735.65,2858.76,922.3579961,645.6909501,0,0,192.1,137.925,0,0,0,922.3579961
11/04/2017 19,11/04/2017 23,RTO,Non PJM Mid Atlantic Dominion (MAD),0.7,68504.37904,653.5767377,971.575495,4954.14,3487.6,1097.892022,651.4048363,0,0,174.1,254.5,0,0,0,1097.892022
11/04/2017 20,11/05/2017 00,RTO,Non PJM Mid Atlantic Dominion (MAD),6.15,42304.82275,308.6679978,512.705032,86.29,0,308.6679978,546.2000082,0,0,308.667,0,0,0,0,308.6679978
11/04/2017 21,11/05/2017 01,RTO,Non PJM Mid Atlantic Dominion (MAD),1.9,67704.30201,517.8254539,599.900445,2823.76,0,847.216001,375.4636795,0,0,201.509,0,0,0,0,847.216001
11/04/2017 22,11/05/2017 02,RTO,Non PJM Mid Atlantic Dominion (MAD),2.69,65567.79201,531.6021817,783.987203,2986.98,0,886.1970505,531.9024573,0,0,255.833,0,0,0,0,886.1970505
11/04/2017 23,11/05/2017 03,RTO,Non PJM Mid Atlantic Dominion (MAD),0,62840.04697,471.013343,939.499469,3794.37,0,791.0590201,658.898484,0,0,164.167,0,0,0,0,791.0590201
